,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_le,room_type_le
42717,138994918,Manhattan,East Harlem,40.80143,-73.93803,Private room,3,0,,41,2,1
40392,84796432,Brooklyn,Sunset Park,40.66005,-73.99316,Private room,1,17,4.4,109,1,1
11961,48372942,Queens,Astoria,40.76354,-73.91789,Private room,2,1,0.07,364,3,1
36057,213816392,Queens,Queens Village,40.70649,-73.74517,Private room,1,24,2.47,351,3,1
23666,27102064,Manhattan,Harlem,40.82469,-73.95032,Private room,2,10,0.4,0,2,1
46087,47532,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92617,Entire home/apt,4,0,,6,1,0
23444,132464510,Brooklyn,Boerum Hill,40.68508,-73.98413,Private room,1,8,0.32,156,1,1
13738,53209258,Brooklyn,Bushwick,40.69724,-73.932,Private room,1,0,,0,1,1
33612,1514109,Manhattan,Harlem,40.79976,-73.95119,Private room,3,28,2.36,4,2,1
10072,40611169,Brooklyn,Carroll Gardens,40.67793,-73.99531,Entire home/apt,1,78,2.22,365,1,0
21248,3827805,Manhattan,West Village,40.73249,-74.00854,Entire home/apt,3,0,,0,2,0
34673,38635971,Brooklyn,Bedford-Stuyvesant,40.68299,-73.92713,Private room,1,4,0.36,0,1,1
14881,26377263,Brooklyn,Fort Greene,40.68906,-73.97763,Private room,30,0,,361,1,1
5732,5739699,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,3,3,0.05,0,2,0
7945,6230173,Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,4,30,0.65,0,2,0
29331,23719409,Manhattan,Harlem,40.82645,-73.94984,Private room,1,41,2.24,132,2,1
47817,270301946,Manhattan,Upper East Side,40.77961,-73.95181,Entire home/apt,3,0,,324,2,0
44866,73195328,Manhattan,Harlem,40.8299,-73.94361,Private room,7,2,1.71,30,2,1
47861,164692592,Manhattan,Midtown,40.75205,-73.97076,Private room,1,1,1.0,1,2,1
16153,72112652,Manhattan,Financial District,40.70825,-74.01403,Private room,4,0,,0,2,1
4673,16572580,Brooklyn,Williamsburg,40.70943,-73.94948,Private room,5,6,0.16,0,1,1
23598,123974198,Manhattan,Inwood,40.86665,-73.92695,Entire home/apt,2,7,0.29,0,2,0
11179,39031994,Brooklyn,Bushwick,40.69428,-73.90679,Private room,2,4,0.34,34,1,1
41040,2707591,Brooklyn,Williamsburg,40.70754,-73.94228,Private room,1,6,1.28,200,1,1
25983,139879568,Queens,Long Island City,40.76483,-73.94073,Private room,1,63,2.81,356,3,1
17056,77811516,Manhattan,Lower East Side,40.71429,-73.98755,Private room,2,14,0.38,0,2,1
36820,220297196,Brooklyn,Bushwick,40.69905,-73.91874,Private room,1,5,0.57,1,1,1
48076,271350187,Brooklyn,Williamsburg,40.71814,-73.95041,Private room,1,0,,304,1,1
20529,42561290,Brooklyn,East New York,40.66192,-73.86764,Private room,2,37,1.21,158,1,1
22319,96669597,Manhattan,Upper West Side,40.77858,-73.98707,Entire home/apt,28,8,0.31,238,2,0
43964,256504089,Manhattan,Upper West Side,40.80337,-73.96511,Private room,20,0,,0,2,1
21360,114178347,Queens,Astoria,40.76625,-73.92447,Shared room,30,3,0.1,0,3,2
43088,149080740,Brooklyn,Bedford-Stuyvesant,40.69911,-73.94162,Private room,10,1,0.29,59,1,1
3243,10008086,Brooklyn,Fort Greene,40.69117,-73.97047,Entire home/apt,2,72,3.12,290,1,0
871,72747,Brooklyn,Crown Heights,40.67679,-73.95639,Entire home/apt,4,1,0.01,342,1,0
22055,16721721,Manhattan,Harlem,40.8153,-73.9508,Private room,2,18,0.64,0,2,1
10026,22703843,Manhattan,Upper East Side,40.76102,-73.96124,Private room,1,1,0.02,0,2,1
35236,50288091,Manhattan,Tribeca,40.71392,-74.00754,Private room,2,3,0.84,0,2,1
38683,107434423,Manhattan,Chelsea,40.73846,-73.99769,Entire home/apt,30,1,0.35,310,2,0
23915,23401472,Manhattan,Harlem,40.82452,-73.94499,Entire home/apt,30,0,,95,2,0
48317,84163854,Manhattan,Upper West Side,40.77883,-73.98146,Entire home/apt,2,0,,12,2,0
21636,40426686,Queens,Ozone Park,40.68572,-73.8493,Entire home/apt,4,0,,0,3,0
21262,110851135,Manhattan,Upper West Side,40.79241,-73.97262,Private room,1,39,1.39,0,2,1
21091,6437545,Manhattan,SoHo,40.72182,-74.00033,Entire home/apt,3,0,,6,2,0
25897,33899564,Manhattan,East Village,40.72405,-73.97747,Entire home/apt,4,6,0.26,0,2,0
19755,9549442,Brooklyn,Red Hook,40.67749,-74.00761,Private room,5,6,0.19,0,1,1
34152,203793342,Brooklyn,Bedford-Stuyvesant,40.69817,-73.93776,Private room,2,21,1.88,1,1,1
43214,190094547,Brooklyn,Crown Heights,40.67144,-73.92496,Entire home/apt,3,3,1.18,7,1,0
34421,8593113,Brooklyn,Red Hook,40.67381,-74.00762,Private room,1,25,2.17,351,1,1
27005,2245915,Brooklyn,Gowanus,40.6812,-73.98186,Private room,3,2,0.15,0,1,1
22156,122032246,Manhattan,Chelsea,40.74107,-73.99936,Entire home/apt,2,2,0.07,0,2,0
23278,108922928,Bronx,Allerton,40.85961,-73.86361,Private room,3,1,0.04,0,0,1
31070,14573346,Brooklyn,Bushwick,40.70575,-73.92075,Private room,7,1,0.41,0,1,1
25072,38250741,Brooklyn,Williamsburg,40.70694,-73.94511,Private room,2,2,0.09,0,1,1
47112,163625145,Brooklyn,Borough Park,40.64468,-73.99026,Private room,2,2,2.0,180,1,1
2076,5072123,Brooklyn,Fort Greene,40.69097,-73.97972,Entire home/apt,29,55,0.72,233,1,0
7790,2272846,Brooklyn,Williamsburg,40.71614,-73.95282,Private room,30,16,0.45,225,1,1
45973,192895513,Queens,Flushing,40.7562,-73.83071,Private room,3,1,1.0,336,3,1
9568,38480982,Brooklyn,South Slope,40.66378,-73.97813,Entire home/apt,3,6,0.13,0,1,0
2053,4629954,Brooklyn,Carroll Gardens,40.67573,-73.99878,Entire home/apt,6,1,0.03,24,1,0
37097,2831146,Brooklyn,Flatbush,40.63513,-73.9672,Entire home/apt,2,2,0.27,0,1,0
6477,129558,Brooklyn,Greenpoint,40.72907,-73.95468,Entire home/apt,2,8,0.18,0,1,0
20687,107556087,Manhattan,East Harlem,40.80476,-73.94074,Shared room,1,2,0.19,88,2,2
37570,41802394,Manhattan,West Village,40.73378,-74.00272,Entire home/apt,3,2,0.38,0,2,0
43982,62066342,Manhattan,Harlem,40.80691,-73.94626,Private room,7,2,1.22,321,2,1
484,806214,Bronx,University Heights,40.85811,-73.90675,Private room,4,117,1.21,232,0,1
20996,46068130,Manhattan,Hell's Kitchen,40.76585,-73.98507,Entire home/apt,3,15,0.57,0,2,0
15625,9848712,Manhattan,East Harlem,40.80118,-73.94513,Private room,3,86,2.28,240,2,1
19365,1475812,Manhattan,Nolita,40.72104,-73.99498,Private room,2,123,3.79,59,2,1
47118,267849472,Brooklyn,Williamsburg,40.71269,-73.95902,Entire home/apt,1,2,2.0,130,1,0
38970,84147508,Queens,Ridgewood,40.70028,-73.90785,Entire home/apt,3,1,0.16,0,3,0
11523,18655157,Manhattan,Midtown,40.74387,-73.98496,Shared room,5,5,0.12,0,2,2
13151,28565101,Brooklyn,Gowanus,40.67264,-73.98802,Entire home/apt,2,45,1.05,58,1,0
40216,129022496,Brooklyn,Bedford-Stuyvesant,40.67872,-73.94805,Private room,10,8,1.4,38,1,1
1983,4590460,Brooklyn,Bensonhurst,40.6101,-73.99591,Entire home/apt,4,6,0.08,0,1,0
23349,80769114,Queens,Flushing,40.75851,-73.8203,Entire home/apt,1,34,1.38,55,3,0
20675,43272616,Brooklyn,Fort Greene,40.69613,-73.97364,Private room,3,0,,0,1,1
33457,97378432,Queens,Jamaica,40.6837,-73.79343,Private room,2,1,0.58,180,3,1
26896,134184451,Queens,Jamaica,40.70423,-73.8144,Private room,1,0,,362,3,1
23754,84126420,Manhattan,Chelsea,40.75112,-73.99605,Entire home/apt,3,44,2.4,112,2,0
19694,101883929,Brooklyn,Boerum Hill,40.68326,-73.98004,Entire home/apt,4,83,2.82,254,1,0
47097,216786331,Manhattan,SoHo,40.71891,-74.00024,Entire home/apt,5,2,2.0,152,2,0
37002,32896046,Manhattan,Midtown,40.76289,-73.98003,Private room,3,2,0.25,0,2,1
668,417504,Brooklyn,Greenpoint,40.73693,-73.95284,Entire home/apt,3,33,0.47,60,1,0
37724,162283008,Brooklyn,Bedford-Stuyvesant,40.6837,-73.94199,Private room,3,5,0.79,0,1,1
30229,82930,Brooklyn,Bushwick,40.69374,-73.912,Entire home/apt,2,45,3.98,74,1,0
27817,150522833,Manhattan,Midtown,40.7513,-73.98333,Entire home/apt,1,20,1.09,169,2,0
8035,32117091,Brooklyn,Williamsburg,40.70776,-73.95886,Entire home/apt,30,37,0.74,186,1,0
21619,2653648,Manhattan,Harlem,40.82316,-73.95343,Private room,30,1,0.07,133,2,1
8640,34779392,Manhattan,Upper West Side,40.77689,-73.98103,Entire home/apt,5,8,0.16,0,2,0
7939,7271842,Manhattan,Washington Heights,40.83987,-73.94279,Entire home/apt,2,1,0.03,0,2,0
14106,4827009,Brooklyn,Williamsburg,40.70528,-73.94384,Private room,1,0,,0,1,1
11112,43908809,Queens,Woodside,40.74921,-73.9037,Private room,1,3,0.07,65,3,1
43472,223375402,Brooklyn,East New York,40.66067,-73.8931,Private room,2,1,0.53,354,1,1
3376,10398270,Manhattan,East Harlem,40.78605,-73.95087,Entire home/apt,6,4,0.06,0,2,0
22876,113805886,Manhattan,Upper East Side,40.77878,-73.94993,Entire home/apt,31,2,0.35,327,2,0
29675,118390361,Manhattan,Upper East Side,40.78096,-73.95412,Private room,2,88,5.69,107,2,1
14282,7775937,Brooklyn,East New York,40.66483,-73.88208,Entire home/apt,4,148,3.75,111,1,0
17877,1683437,Brooklyn,Crown Heights,40.66477,-73.9506,Entire home/apt,5,9,0.25,0,1,0
3918,4973668,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,5,76,1.22,258,1,2
10851,44096608,Manhattan,Upper West Side,40.7965,-73.96179,Private room,2,165,3.56,105,2,1
39520,137358866,Queens,Elmhurst,40.73489,-73.88048,Private room,30,0,,63,3,1
21216,47737463,Manhattan,Harlem,40.82545,-73.95295,Private room,3,10,0.71,8,2,1
8238,14087588,Manhattan,East Village,40.72514,-73.9896,Entire home/apt,1,1,0.03,0,2,0
17250,45381744,Manhattan,Upper West Side,40.79759,-73.96544,Entire home/apt,1,3,0.08,0,2,0
23012,55814053,Manhattan,Upper East Side,40.7672,-73.95495,Entire home/apt,1,89,3.43,9,2,0
37036,179336958,Manhattan,Midtown,40.74684,-73.98698,Private room,4,7,0.82,357,2,1
45049,225659989,Manhattan,Upper East Side,40.76622,-73.95295,Entire home/apt,1,10,5.08,280,2,0
3419,4965107,Brooklyn,Fort Greene,40.69767,-73.97137,Entire home/apt,2,4,0.06,42,1,0
35759,6770631,Brooklyn,Boerum Hill,40.68528,-73.98634,Private room,1,9,0.89,25,1,1
47555,243288727,Manhattan,Hell's Kitchen,40.76364,-73.98694,Entire home/apt,30,0,,310,2,0
9343,37410263,Manhattan,SoHo,40.72179,-73.99829,Entire home/apt,31,8,0.17,0,2,0
19898,5162192,Manhattan,Upper West Side,40.79835,-73.9616,Entire home/apt,30,1,0.48,211,2,0
5694,21500500,Brooklyn,Williamsburg,40.71794,-73.95682,Private room,2,0,,0,1,1
29464,166398662,Manhattan,Washington Heights,40.8372,-73.94196,Private room,1,2,0.11,0,2,1
40500,235115405,Brooklyn,Williamsburg,40.70967,-73.95249,Private room,2,8,1.57,8,1,1
37601,17822256,Manhattan,Harlem,40.80075,-73.95676,Private room,2,40,5.0,141,2,1
17781,82491369,Manhattan,Hell's Kitchen,40.76463,-73.98855,Entire home/apt,2,125,3.44,146,2,0
28146,72936542,Manhattan,Midtown,40.76119,-73.97005,Shared room,1,1,0.05,0,2,2
19405,10711869,Brooklyn,Downtown Brooklyn,40.69211,-73.99092,Entire home/apt,2,21,0.64,8,1,0
10227,40693481,Brooklyn,Kensington,40.64493,-73.97801,Private room,5,1,0.02,0,1,1
13571,23419527,Manhattan,West Village,40.73713,-74.00358,Entire home/apt,3,1,0.02,0,2,0
47841,244536777,Manhattan,Harlem,40.81615,-73.94359,Entire home/apt,3,0,,170,2,0
32559,66711742,Manhattan,Harlem,40.80978,-73.94408,Shared room,14,8,0.7,21,2,2
17035,7202412,Manhattan,Harlem,40.81589,-73.94648,Entire home/apt,4,125,3.37,44,2,0
4676,109738,Manhattan,Chelsea,40.7518,-73.9969,Entire home/apt,3,159,2.71,75,2,0
38497,19536596,Brooklyn,Cypress Hills,40.67627,-73.90795,Private room,1,57,7.57,199,1,1
1456,1475015,Manhattan,Hell's Kitchen,40.76758,-73.98722,Entire home/apt,30,2,0.04,223,2,0
36084,115993835,Brooklyn,Sunset Park,40.64036,-74.00822,Private room,1,13,1.36,141,1,1
15095,6255163,Manhattan,Upper West Side,40.79982,-73.96192,Entire home/apt,2,16,0.42,220,2,0
412,674970,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,5,8,0.21,9,1,0
44236,123506305,Queens,Springfield Gardens,40.66714,-73.77664,Private room,1,5,2.34,364,3,1
33870,748365,Brooklyn,Crown Heights,40.68055,-73.96425,Entire home/apt,30,4,0.43,4,1,0
15673,2686052,Brooklyn,Williamsburg,40.71185,-73.94738,Entire home/apt,2,39,1.25,0,1,0
3590,1698391,Manhattan,Hell's Kitchen,40.76197,-73.99308,Private room,2,150,2.42,98,2,1
7855,31181172,Manhattan,Harlem,40.82442,-73.95203,Private room,20,9,0.24,300,2,1
26905,115497723,Manhattan,Gramercy,40.73591,-73.98744,Entire home/apt,2,53,4.43,215,2,0
32638,190921808,Manhattan,Hell's Kitchen,40.75407,-73.99528,Private room,7,8,0.64,271,2,1
45653,262435950,Brooklyn,Bushwick,40.69551,-73.91697,Entire home/apt,3,7,5.25,358,1,0
6876,24127267,Manhattan,East Village,40.73037,-73.98268,Entire home/apt,1,1,0.02,0,2,0
16575,71176668,Manhattan,Harlem,40.81646,-73.93795,Private room,2,4,0.12,0,2,1
41796,154465734,Manhattan,Lower East Side,40.71936,-73.98402,Entire home/apt,30,0,,81,2,0
40894,30077950,Manhattan,East Village,40.73201,-73.98768,Entire home/apt,2,0,,0,2,0
2297,3158364,Queens,Sunnyside,40.736,-73.92425,Private room,5,59,1.76,250,3,1
17142,2261995,Brooklyn,Bedford-Stuyvesant,40.68232,-73.94401,Private room,2,1,1.0,125,1,1
6503,9288052,Brooklyn,Clinton Hill,40.68563,-73.95956,Private room,2,15,0.29,0,1,1
11040,22420999,Queens,Richmond Hill,40.69474,-73.83038,Private room,1,7,0.15,344,3,1
28532,102011406,Manhattan,East Harlem,40.78977,-73.9476,Private room,4,16,0.87,130,2,1
38621,137358866,Queens,Woodside,40.74958,-73.90011,Private room,30,1,0.79,235,3,1
22250,121841485,Queens,Jackson Heights,40.75236,-73.89172,Private room,3,23,0.85,177,3,1
41263,231819451,Manhattan,Lower East Side,40.71984,-73.98625,Private room,3,19,4.01,48,2,1
44201,137358866,Manhattan,Harlem,40.81622,-73.94276,Private room,30,0,,247,2,1
38660,226410657,Brooklyn,Bedford-Stuyvesant,40.68553,-73.93215,Private room,30,1,0.65,346,1,1
12689,50207684,Brooklyn,Sunset Park,40.64962,-74.00028,Entire home/apt,3,74,1.72,251,1,0
43822,101790764,Queens,Long Island City,40.74895,-73.9474,Entire home/apt,2,6,2.81,175,3,0
36294,32164030,Bronx,Hunts Point,40.81377,-73.88933,Private room,30,3,0.36,321,0,1
38671,20318052,Brooklyn,Bedford-Stuyvesant,40.69518,-73.94676,Entire home/apt,2,0,,112,1,0
46223,226410657,Brooklyn,Bedford-Stuyvesant,40.68717,-73.93113,Private room,30,0,,249,1,1
18511,14935858,Manhattan,Hell's Kitchen,40.75912,-73.98985,Private room,1,63,1.84,19,2,1
20420,11768876,Brooklyn,Bushwick,40.6995,-73.93334,Private room,2,61,1.95,26,1,1
16717,2455767,Brooklyn,Windsor Terrace,40.65867,-73.97971,Entire home/apt,2,78,2.18,314,1,0
34281,200391647,Brooklyn,Park Slope,40.67947,-73.97618,Entire home/apt,7,1,0.11,0,1,0
29319,21410914,Manhattan,Morningside Heights,40.81232,-73.95849,Private room,3,47,2.77,0,2,1
18341,40070700,Brooklyn,Bedford-Stuyvesant,40.69742,-73.94775,Private room,8,4,0.11,0,1,1
47612,116535992,Brooklyn,Park Slope,40.67853,-73.97749,Entire home/apt,5,0,,14,1,0
4264,6364557,Queens,Astoria,40.7576,-73.92698,Entire home/apt,4,45,0.82,170,3,0
1230,1104814,Manhattan,Nolita,40.72246,-73.99552,Entire home/apt,5,5,0.06,0,2,0
21323,68123997,Queens,Elmhurst,40.741,-73.88019,Private room,2,43,1.5,90,3,1
18603,26538766,Brooklyn,Park Slope,40.6681,-73.97726,Shared room,1,46,1.38,0,1,2
3017,1304097,Manhattan,Upper West Side,40.78448,-73.97386,Private room,1,43,0.63,0,2,1
25313,14853570,Brooklyn,Prospect-Lefferts Gardens,40.65967,-73.96242,Entire home/apt,2,0,,0,1,0
3744,9420221,Manhattan,Upper East Side,40.76886,-73.95877,Entire home/apt,30,3,0.39,156,2,0
31110,85506502,Manhattan,Nolita,40.72226,-73.99616,Entire home/apt,30,3,0.2,0,2,0
6693,24792241,Manhattan,Upper West Side,40.7915,-73.96697,Private room,3,6,0.15,193,2,1
29514,166861637,Manhattan,Gramercy,40.73674,-73.98308,Entire home/apt,3,52,3.2,3,2,0
13104,17131739,Manhattan,Midtown,40.7415,-73.98354,Entire home/apt,7,1,0.02,0,2,0
32396,107437866,Bronx,Edenwald,40.89124,-73.83423,Entire home/apt,2,59,4.33,328,0,0
6485,2466294,Brooklyn,Bushwick,40.70131,-73.91745,Private room,2,8,0.16,363,1,1
24104,26920932,Manhattan,Gramercy,40.73557,-73.98589,Entire home/apt,14,1,0.04,0,2,0
30257,11844979,Brooklyn,Williamsburg,40.71782,-73.96318,Entire home/apt,1,0,,179,1,0
44311,107434423,Manhattan,Tribeca,40.71633,-74.00521,Entire home/apt,30,0,,321,2,0
40636,203266238,Bronx,Morris Park,40.85589,-73.85825,Private room,5,5,0.85,343,0,1
37335,7832790,Queens,Astoria,40.76416,-73.91321,Private room,1,7,1.0,49,3,1
36213,217154594,Manhattan,East Village,40.73046,-73.98589,Private room,5,8,0.85,51,2,1
38715,107434423,Manhattan,Upper West Side,40.77779,-73.98459,Entire home/apt,30,0,,336,2,0
21322,17459413,Brooklyn,Williamsburg,40.7138,-73.96043,Private room,13,14,0.56,145,1,1
36027,202074215,Brooklyn,Bedford-Stuyvesant,40.6843,-73.91985,Entire home/apt,3,47,4.88,23,1,0
42354,1159268,Manhattan,Chinatown,40.71614,-73.99047,Entire home/apt,2,0,,0,2,0
6150,2829908,Manhattan,Murray Hill,40.74685,-73.97598,Entire home/apt,2,1,0.02,0,2,0
27156,92183983,Brooklyn,Greenpoint,40.72865,-73.95937,Entire home/apt,5,17,0.83,0,1,0
41394,137358866,Queens,Woodside,40.74259,-73.91193,Private room,30,1,0.58,239,3,1
5840,22124628,Queens,Howard Beach,40.65443,-73.84605,Entire home/apt,30,2,0.03,362,3,0
8115,31405259,Manhattan,East Village,40.72745,-73.98362,Private room,6,3,0.06,0,2,1
19045,658618,Brooklyn,Bushwick,40.69025,-73.91251,Private room,1,23,0.69,290,1,1
30862,2776635,Brooklyn,Gowanus,40.68208,-73.98093,Private room,7,0,,0,1,1
15914,9293730,Manhattan,Upper East Side,40.76875,-73.95723,Entire home/apt,30,12,0.35,325,2,0
16628,9603086,Brooklyn,Gowanus,40.6664,-73.99305,Entire home/apt,1,0,,311,1,0
12470,47705853,Manhattan,Hell's Kitchen,40.75452,-73.99267,Private room,2,93,2.14,232,2,1
11155,20008462,Manhattan,Upper East Side,40.76643,-73.95809,Entire home/apt,1,2,0.05,0,2,0
7162,26781249,Manhattan,Upper East Side,40.76802,-73.95653,Entire home/apt,4,10,0.19,0,2,0
32059,1030249,Brooklyn,Brooklyn Heights,40.69924,-73.99303,Entire home/apt,7,10,0.87,125,1,0
22382,44924379,Queens,Jamaica,40.6987,-73.78455,Private room,1,38,1.41,359,3,1
40315,174785358,Bronx,Port Morris,40.8094,-73.93173,Shared room,1,17,2.77,319,0,2
10948,4821374,Manhattan,Upper East Side,40.77564,-73.9533,Private room,1,71,1.55,186,2,1
12356,12260878,Queens,Astoria,40.75762,-73.9144,Entire home/apt,2,0,,0,3,0
29355,59385671,Manhattan,Upper West Side,40.80055,-73.96078,Private room,3,0,,0,2,1
26511,120762452,Manhattan,Murray Hill,40.74829,-73.97554,Entire home/apt,30,3,0.16,364,2,0
19272,97961443,Queens,Astoria,40.75954,-73.90548,Entire home/apt,20,0,,0,3,0
32678,21020951,Brooklyn,Bedford-Stuyvesant,40.69329,-73.93906,Private room,2,4,0.45,337,1,1
43778,255675063,Brooklyn,Williamsburg,40.71664,-73.94534,Entire home/apt,15,0,,35,1,0
15139,1712843,Brooklyn,Bedford-Stuyvesant,40.69168,-73.95795,Private room,4,4,0.11,0,1,1
41759,243931948,Brooklyn,Williamsburg,40.71765,-73.96254,Entire home/apt,2,2,0.47,2,1,0
28490,23909694,Manhattan,Greenwich Village,40.72855,-73.99767,Entire home/apt,3,3,0.16,0,2,0
33084,6568666,Brooklyn,Clinton Hill,40.69003,-73.96865,Entire home/apt,2,0,,24,1,0
38228,226517382,Brooklyn,Navy Yard,40.70159,-73.9801,Private room,6,1,0.15,0,1,1
42198,115136074,Queens,Springfield Gardens,40.69034,-73.74895,Private room,2,12,2.95,89,3,1
48349,272324119,Queens,Jamaica,40.70642,-73.78365,Private room,2,0,,54,3,1
21621,115854410,Brooklyn,Bedford-Stuyvesant,40.68469,-73.947,Entire home/apt,3,116,4.03,216,1,0
1184,2487309,Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,3,56,0.65,160,1,0
14973,62316222,Manhattan,SoHo,40.72064,-73.99957,Entire home/apt,5,51,1.29,347,2,0
15999,33419138,Manhattan,Upper West Side,40.78175,-73.97576,Entire home/apt,1,1,0.03,0,2,0
42984,251430918,Manhattan,Hell's Kitchen,40.76616,-73.98611,Private room,2,10,3.85,77,2,1
4583,1832751,Brooklyn,Boerum Hill,40.68823,-73.98604,Entire home/apt,28,12,0.3,54,1,0
30052,99683151,Manhattan,Kips Bay,40.73799,-73.97821,Entire home/apt,3,36,2.14,266,2,0
34442,36494687,Manhattan,East Village,40.72071,-73.97822,Private room,5,2,0.18,0,2,1
367,547386,Queens,Rockaway Beach,40.58615,-73.81245,Private room,27,13,0.13,335,3,1
41166,14249909,Manhattan,Chinatown,40.71825,-73.99651,Private room,3,3,0.67,0,2,1
27839,35567813,Brooklyn,Williamsburg,40.71576,-73.94088,Entire home/apt,2,0,,35,1,0
8392,640117,Brooklyn,Williamsburg,40.71408,-73.95708,Entire home/apt,4,56,1.13,141,1,0
15494,67208195,Brooklyn,Bedford-Stuyvesant,40.68607,-73.91761,Private room,2,53,1.37,365,1,1
20350,36234811,Queens,Arverne,40.59153,-73.79166,Entire home/apt,1,46,1.65,152,3,0
9032,35914251,Queens,Astoria,40.76371,-73.92049,Entire home/apt,4,2,0.04,0,3,0
23564,22455812,Manhattan,Harlem,40.80729,-73.94763,Private room,2,1,0.04,0,2,1
28463,19909719,Brooklyn,Greenpoint,40.72397,-73.94695,Entire home/apt,7,1,0.05,0,1,0
29983,24796602,Brooklyn,Crown Heights,40.6718,-73.92678,Private room,2,34,1.99,341,1,1
11851,45168846,Brooklyn,Flatbush,40.64631,-73.96258,Entire home/apt,1,0,,0,1,0
10750,179246,Brooklyn,Bedford-Stuyvesant,40.67804,-73.90997,Entire home/apt,9,7,0.16,48,1,0
34350,205031545,Manhattan,Midtown,40.75231,-73.96707,Entire home/apt,3,7,1.27,176,2,0
32726,21507811,Manhattan,East Village,40.72727,-73.98272,Entire home/apt,2,6,0.51,0,2,0
47009,4602926,Brooklyn,Clinton Hill,40.69325,-73.96732,Entire home/apt,2,0,,6,1,0
28916,24478039,Manhattan,Chelsea,40.74247,-74.00234,Entire home/apt,3,1,0.05,0,2,0
17175,27123110,Manhattan,Harlem,40.80372,-73.95036,Private room,3,2,0.18,0,2,1
2337,6216882,Manhattan,Chelsea,40.74119,-74.00234,Entire home/apt,3,19,0.25,194,2,0
44698,2123674,Brooklyn,Sheepshead Bay,40.60939,-73.95475,Private room,3,0,,83,1,1
3357,275744,Manhattan,Midtown,40.76542,-73.98081,Entire home/apt,2,4,0.12,0,2,0
2902,8791051,Brooklyn,East Flatbush,40.6526,-73.94999,Entire home/apt,59,48,0.69,122,1,0
42514,248314431,Manhattan,Upper West Side,40.79931,-73.96072,Private room,1,19,5.28,58,2,1
17243,79141968,Manhattan,Harlem,40.81044,-73.94916,Entire home/apt,3,13,0.37,207,2,0
26987,12446529,Bronx,Soundview,40.82407,-73.8614,Private room,2,25,1.32,184,0,1
15270,38969372,Brooklyn,Kensington,40.64528,-73.97621,Entire home/apt,4,7,0.18,20,1,0
41336,7627510,Queens,Jackson Heights,40.75318,-73.88404,Private room,2,5,1.06,157,3,1
4909,1475015,Manhattan,Kips Bay,40.74318,-73.97858,Entire home/apt,30,4,0.07,343,2,0
4005,12872812,Manhattan,Upper West Side,40.79732,-73.97259,Entire home/apt,14,22,0.35,282,2,0
29401,77526864,Manhattan,Chelsea,40.7498,-73.99623,Private room,1,5,1.0,158,2,1
3707,1589909,Queens,Long Island City,40.74495,-73.95146,Private room,15,15,0.29,238,3,1
1148,2420670,Brooklyn,Williamsburg,40.71689,-73.95706,Entire home/apt,3,203,2.85,38,1,0
14586,1827164,Manhattan,Upper East Side,40.77287,-73.95292,Entire home/apt,31,1,0.03,201,2,0
44730,259544961,Manhattan,Harlem,40.81791,-73.94246,Private room,3,3,1.8,56,2,1
33636,47924569,Brooklyn,East Flatbush,40.64629,-73.932,Entire home/apt,3,18,1.53,48,1,0
13539,51954926,Brooklyn,Bedford-Stuyvesant,40.69566,-73.95001,Private room,2,255,5.95,0,1,1
42848,250514925,Brooklyn,Red Hook,40.67635,-74.01133,Entire home/apt,1,2,1.67,13,1,0
20024,53179388,Manhattan,Upper East Side,40.77261,-73.94995,Entire home/apt,30,0,,180,2,0
29840,52949531,Manhattan,East Village,40.72196,-73.98103,Entire home/apt,3,0,,0,2,0
43819,174760879,Manhattan,Lower East Side,40.71697,-73.98605,Entire home/apt,4,4,2.03,65,2,0
9170,36816089,Manhattan,Washington Heights,40.84454,-73.94188,Private room,1,0,,0,2,1
26704,145825873,Manhattan,Harlem,40.80475,-73.9491,Entire home/apt,30,3,0.23,213,2,0
9396,7065810,Brooklyn,Fort Greene,40.68677,-73.97791,Entire home/apt,2,0,,0,1,0
23252,9130040,Brooklyn,East Flatbush,40.66314,-73.93299,Private room,1,8,0.61,365,1,1
12866,12996782,Manhattan,Theater District,40.76278,-73.98178,Private room,7,0,,0,2,1
29190,163905917,Manhattan,Hell's Kitchen,40.75692,-73.9979,Private room,2,7,0.38,0,2,1
39774,219517861,Manhattan,Murray Hill,40.74884,-73.97589,Entire home/apt,2,7,1.19,117,2,0
12349,47993495,Manhattan,East Harlem,40.79823,-73.9326,Private room,2,155,3.55,141,2,1
41477,219517861,Manhattan,Financial District,40.70649,-74.01208,Entire home/apt,2,9,2.62,271,2,0
1061,2216673,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,4,22,0.27,239,2,0
20763,43490434,Manhattan,Harlem,40.82003,-73.95194,Entire home/apt,2,68,2.33,9,2,0
13357,7763913,Brooklyn,Williamsburg,40.71049,-73.94515,Private room,1,1,0.02,0,1,1
